,property_type,state,region,lat,lon,area_m2,price_brl
58,apartment,Pernambuco,Northeast,-8.085706,-34.890419,71.0,379288.51
59,apartment,Pernambuco,Northeast,-8.032375,-34.906925,,429194.89
60,apartment,Pernambuco,Northeast,-8.032375,-34.906925,61.0,449157.45
61,house,Pernambuco,Northeast,-8.027666,-34.881813,160.0,578914.03
62,apartment,Pernambuco,Northeast,-8.040233,-34.898281,82.0,529007.65
63,apartment,Pernambuco,Northeast,-8.035595,-34.921719,,1397378.74
64,apartment,Pernambuco,Northeast,-8.0295901,-34.909819,210.0,808483.41
65,apartment,Pernambuco,Northeast,-8.048997,-34.91011,175.0,798502.15
66,apartment,Pernambuco,Northeast,-8.027162,-34.913445,62.0,359325.95
67,apartment,Pernambuco,Northeast,-8.027162,-34.913445,62.0,369307.22
68,apartment,Pernambuco,Northeast,-8.027162,-34.913445,,349344.66
69,apartment,Pernambuco,Northeast,-8.021971,-34.931366,150.0,998127.67
70,apartment,Pernambuco,Northeast,-8.047531,-34.9142641,,314410.19
71,apartment,Pernambuco,Northeast,-8.0294182,-34.9243177,240.0,1597004.3
72,apartment,Pernambuco,Northeast,-8.021971,-34.931366,204.0,1097940.43
73,apartment,Pernambuco,Northeast,-8.149876,-34.910686,78.0,299438.28
74,apartment,Pernambuco,Northeast,-8.035618,-34.89333,149.0,1096942.3
75,apartment,Pernambuco,Northeast,-8.037489,-34.89537,80.0,439176.16
76,apartment,Pernambuco,Northeast,-8.027162,-34.913445,79.0,474110.62
77,house,Pernambuco,Northeast,-8.0356845,-34.9234524,238.0,1447285.12
78,apartment,Pernambuco,Northeast,-8.116955,-34.896206,128.0,743605.12
79,apartment,Pernambuco,Northeast,-8.117513,-34.899639,129.0,758577.03
80,apartment,Pernambuco,Northeast,-8.117513,-34.899639,129.0,1048034.05
81,apartment,Pernambuco,Northeast,-8.034344,-34.896725,67.0,439176.16
82,apartment,Pernambuco,Northeast,-8.035971,-34.895073,135.0,848408.53
83,apartment,Pernambuco,Northeast,-8.126271,-34.903793,,978165.11
84,apartment,Pernambuco,Northeast,-8.125065,-34.906685,70.0,429194.89
85,apartment,Pernambuco,Northeast,-8.032252,-34.893612,134.0,678726.79
86,apartment,Pernambuco,Northeast,-8.041807,-34.894043,105.0,558951.47
87,apartment,Pernambuco,Northeast,-8.119507,-34.895363,200.0,1097940.43
88,apartment,Pernambuco,Northeast,-8.183491,-34.921719,148.0,588895.33
89,apartment,Pernambuco,Northeast,-8.183491,-34.921719,238.0,748595.73
90,apartment,Pernambuco,Northeast,-8.103477,-34.888622,140.0,948221.29
91,apartment,Pernambuco,Northeast,-8.2027839,-34.9170501,58.0,279475.72
92,apartment,Pernambuco,Northeast,-8.0584269,-34.8834188,118.0,279475.72
93,apartment,Pernambuco,Northeast,-8.043853,-34.907928,203.0,1349987.64
94,apartment,Pernambuco,Northeast,-8.183698,-34.931366,53.0,364316.6
95,apartment,Pernambuco,Northeast,-8.1423048,-34.9096799,,329382.13
96,apartment,Pernambuco,Northeast,-8.1440884,-34.908476,75.0,449157.45
97,apartment,Pernambuco,Northeast,-8.108721,-34.897616,101.0,598876.59
98,apartment,Pernambuco,Northeast,-8.027162,-34.913445,58.0,319400.84
99,apartment,Pernambuco,Northeast,-8.1431534,-34.904241,,648782.97
100,apartment,Pernambuco,Northeast,-8.1404559,-34.907893,94.0,299438.28
101,apartment,Pernambuco,Northeast,-8.1098693,-34.897672,,299438.28
102,apartment,Pernambuco,Northeast,-8.1098693,-34.897672,,319400.84
103,apartment,Pernambuco,Northeast,-8.040233,-34.898281,,648782.97
104,apartment,Pernambuco,Northeast,-8.02765,-34.920338,64.0,359325.95
105,apartment,Pernambuco,Northeast,-8.192952,-34.931366,64.0,239550.63
106,apartment,Pernambuco,Northeast,-8.152399,-34.920338,148.0,648782.97
107,apartment,Pernambuco,Northeast,-8.1869427,-35.5808245,,259513.19
108,apartment,Pernambuco,Northeast,-8.041209,-34.895039,94.0,399251.07
109,apartment,Pernambuco,Northeast,-8.0347457,-34.8972145,128.0,738614.47
110,apartment,Pernambuco,Northeast,-8.035595,-34.921719,216.0,1497191.5
111,apartment,Pernambuco,Northeast,-8.129817,-34.914825,135.0,698689.35
112,apartment,Pernambuco,Northeast,-8.109441,-34.898106,130.0,698689.35
113,apartment,Pernambuco,Northeast,-8.1230628,-34.903959,,489082.54
114,apartment,Pernambuco,Northeast,-8.0331805,-34.8968813,,964534.63
115,apartment,Pernambuco,Northeast,-8.0373731,-34.8971001,145.0,748595.73
116,apartment,Pernambuco,Northeast,-8.056418,-34.909309,112.0,731015.72
117,apartment,Pernambuco,Northeast,-8.033863,-34.918545,200.0,1616966.85
118,apartment,Pernambuco,Northeast,-8.108315,-34.898277,108.0,798502.15
119,apartment,Pernambuco,Northeast,-8.113885,-34.89584,,798502.15
120,apartment,Pernambuco,Northeast,-8.115533,-34.896854,86.0,748595.73
121,apartment,Pernambuco,Northeast,-8.126271,-34.903793,135.0,648782.97
122,apartment,Pernambuco,Northeast,-8.040929,-34.888283,60.0,466125.61
123,apartment,Pernambuco,Northeast,-8.038549,-34.901844,75.0,369307.22
124,apartment,Pernambuco,Northeast,-8.027162,-34.913445,180.0,898314.91
125,apartment,Pernambuco,Northeast,-8.0620223,-34.8971463,93.0,349344.66
126,apartment,Pernambuco,Northeast,-8.0373731,-34.8971001,110.0,807676.27
127,apartment,Pernambuco,Northeast,-8.1208606,-34.899662,175.0,858389.79
128,apartment,Pernambuco,Northeast,-8.1460785,-34.906419,170.0,798502.15
129,apartment,Pernambuco,Northeast,-8.056418,-34.909309,67.0,399251.07
130,apartment,Pernambuco,Northeast,-8.089291,-34.903793,119.0,865070.26
131,apartment,Pernambuco,Northeast,-8.183491,-34.921719,54.0,299438.28
132,apartment,Pernambuco,Northeast,-8.046962,-34.899654,100.0,598876.59
133,apartment,Pernambuco,Northeast,-8.1092891,-34.907094,73.0,409232.33
134,apartment,Pernambuco,Northeast,-8.1092891,-34.907094,73.0,389269.77
135,apartment,Pernambuco,Northeast,-8.028039,-34.8992006,,329382.13
136,apartment,Pernambuco,Northeast,-8.0938881,-34.883418,66.0,439176.16
137,apartment,Pernambuco,Northeast,-8.09607,-34.884548,145.0,469120.01
138,apartment,Pernambuco,Northeast,-8.1460785,-34.906419,167.0,848408.53
139,apartment,Pernambuco,Northeast,-8.004057,-34.841721,75.0,399251.07
140,apartment,Pernambuco,Northeast,-8.034344,-34.896725,55.0,359325.95
141,apartment,Pernambuco,Northeast,-8.0508763,-34.9113739,155.0,1147846.81
142,house,Pernambuco,Northeast,-8.049178,-34.924473,200.0,848408.53
143,apartment,Pernambuco,Northeast,-8.0310293,-34.9275023,140.0,948221.29
144,house,Pernambuco,Northeast,-8.0314434,-34.92159,190.0,1077977.9
145,apartment,Pernambuco,Northeast,-8.044832,-34.910873,65.0,367310.97
146,apartment,Pernambuco,Northeast,-8.089291,-34.903793,109.0,836430.98
147,apartment,Pernambuco,Northeast,-8.108554,-34.891766,102.0,778539.59
148,apartment,Pernambuco,Northeast,-8.126271,-34.903793,165.0,598876.59
149,apartment,Pernambuco,Northeast,-8.034408,-34.893291,,988146.4
150,apartment,Pernambuco,Northeast,-8.0369,-34.884521,65.0,348346.53
151,apartment,Pernambuco,Northeast,-8.056418,-34.909309,95.0,598876.59
152,apartment,Pernambuco,Northeast,-8.056418,-34.909309,86.0,568932.77
153,apartment,Pernambuco,Northeast,-8.1241574,-34.9000543,74.0,474509.81
154,apartment,Pernambuco,Northeast,-8.1937545,-34.9228696,63.0,312974.53
155,apartment,Pernambuco,Northeast,-8.1416581,-34.9099297,125.0,636045.06
156,apartment,Pernambuco,Northeast,-8.1103967,-34.9063162,110.0,610805.16
157,apartment,Pernambuco,Northeast,-8.1103967,-34.9063162,120.0,686524.82
158,apartment,Pernambuco,Northeast,-8.1978842,-34.92564,64.0,254522.54
159,apartment,Pernambuco,Northeast,-8.1118458,-34.8947337,158.0,1110554.87
160,apartment,Pernambuco,Northeast,-8.0955108,-34.884688,156.0,1144881.1
161,apartment,Pernambuco,Northeast,-8.0944065,-34.883792,123.0,989403.42
162,apartment,Pernambuco,Northeast,-8.1294021,-34.9056294,63.0,424030.02
163,house,Pernambuco,Northeast,-8.183491,-34.921719,250.0,648782.97
164,apartment,Pernambuco,Northeast,-8.094985,-34.892761,240.0,1116829.6
165,apartment,Pernambuco,Northeast,-8.1263587,-34.905748,130.0,588895.33
166,apartment,Pernambuco,Northeast,-8.1207496,-34.899219,120.0,349344.66
167,apartment,Pernambuco,Northeast,-8.1435997,-34.909065,103.0,489082.54
168,apartment,Pernambuco,Northeast,-8.034344,-34.896725,82.0,578914.03
169,apartment,Pernambuco,Northeast,-8.0288008,-34.9190997,,868371.08
170,apartment,Pernambuco,Northeast,-8.046962,-34.899654,100.0,364316.6
171,apartment,Pernambuco,Northeast,-8.044034,-34.8955201,170.0,678726.79
172,apartment,Pernambuco,Northeast,-8.062398,-34.904552,140.0,798502.15
173,apartment,Pernambuco,Northeast,-8.034104,-34.89806,,711665.02
174,apartment,Pernambuco,Northeast,-8.027134,-34.901733,108.0,529007.65
175,apartment,Pernambuco,Northeast,-8.1103967,-34.9063162,142.0,747100.55
176,apartment,Pernambuco,Northeast,-8.1103967,-34.9063162,170.0,908635.8
177,apartment,Pernambuco,Northeast,-8.126271,-34.903793,,479101.27
178,apartment,Pernambuco,Northeast,-8.032375,-34.906925,203.0,1177790.66
179,apartment,Pernambuco,Northeast,-8.062398,-34.904552,140.0,848408.53
180,house,Pernambuco,Northeast,-8.1567832,-34.914263,250.0,1597004.3
181,apartment,Pernambuco,Northeast,-8.158369,-34.920389,,299438.28
182,apartment,Pernambuco,Northeast,-8.044832,-34.910873,65.0,379288.51
183,apartment,Pernambuco,Northeast,-8.1112378,-34.8958906,163.0,1211514.4
184,apartment,Pernambuco,Northeast,-8.033752,-34.8982362,89.0,686524.82
185,apartment,Pernambuco,Northeast,-8.033752,-34.8982362,113.0,832916.14
186,apartment,Pernambuco,Northeast,-8.043853,-34.907928,203.0,1377416.18
187,apartment,Pernambuco,Northeast,-8.068109,-34.924175,75.0,259513.19
188,apartment,Pernambuco,Northeast,-8.0179739,-34.940726,58.0,339224.03
189,apartment,Pernambuco,Northeast,-8.0307507,-34.917765,68.0,465423.45
190,apartment,Pernambuco,Northeast,-8.0275469,-34.9078785,66.0,421001.23
191,apartment,Pernambuco,Northeast,-8.1249136,-34.9077055,56.0,340233.61
192,apartment,Pernambuco,Northeast,-8.1410578,-34.9047129,140.0,959115.56
193,apartment,Pernambuco,Northeast,-8.0485123,-34.9106168,62.0,302878.6
194,apartment,Pernambuco,Northeast,-8.0336819,-34.8983573,127.0,747100.55
195,apartment,Pernambuco,Northeast,-8.0578381,-34.882897,131.0,648782.97
196,apartment,Pernambuco,Northeast,-8.02765,-34.920338,96.0,698689.35
197,apartment,Pernambuco,Northeast,-8.048381,-34.908379,75.0,409232.33
198,apartment,Pernambuco,Northeast,-8.021971,-34.931366,150.0,1097940.43
199,apartment,Pernambuco,Northeast,-8.0578238,-34.9126499,140.0,349344.66
200,apartment,Pernambuco,Northeast,-8.14068,-34.905975,,698689.35
201,apartment,Pernambuco,Northeast,-8.02765,-34.920338,105.0,818464.67
202,apartment,Pernambuco,Northeast,-8.106074,-34.888065,94.0,748595.73
203,apartment,Pernambuco,Northeast,-8.140393,-34.906624,128.0,1097940.43
204,apartment,Pernambuco,Northeast,-8.140393,-34.906624,128.0,1048034.05
205,apartment,Pernambuco,Northeast,-8.09607,-34.884548,90.0,489082.54
206,apartment,Pernambuco,Northeast,-8.103477,-34.888622,230.0,798502.15
207,apartment,Pernambuco,Northeast,-8.0378897,-34.9113117,122.0,848408.53
208,apartment,Pernambuco,Northeast,-8.035595,-34.921719,106.0,678726.79
209,apartment,Pernambuco,Northeast,-8.021971,-34.931366,204.0,1297565.98
210,apartment,Pernambuco,Northeast,-8.050071,-34.89138,,1097940.43
211,apartment,Pernambuco,Northeast,-8.056418,-34.909309,91.0,678726.79
212,apartment,Pernambuco,Northeast,-8.0369,-34.884521,64.0,364316.6
213,apartment,Pernambuco,Northeast,-8.1274129,-34.905172,122.0,529007.65
214,apartment,Pernambuco,Northeast,-8.0334139,-34.9089276,,628820.41
215,apartment,Pernambuco,Northeast,-8.0418977,-34.9456721,93.0,299438.28
216,apartment,Pernambuco,Northeast,-8.086438,-34.89069,87.0,299438.28
217,apartment,Pernambuco,Northeast,-8.116624,-34.899124,,538988.95
218,apartment,Pernambuco,Northeast,-8.027162,-34.913445,,319400.84
219,apartment,Pernambuco,Northeast,-8.044757,-34.89185,110.0,339363.39
220,apartment,Pernambuco,Northeast,-8.044204,-34.891396,147.0,848408.53
221,apartment,Pernambuco,Northeast,-8.048158,-34.910992,,369307.22
222,apartment,Pernambuco,Northeast,-8.02765,-34.920338,104.0,638801.71
223,apartment,Pernambuco,Northeast,-8.046015,-34.910507,86.0,529007.65
224,apartment,Pernambuco,Northeast,-8.049665,-34.931366,62.0,357931.56
225,apartment,Pernambuco,Northeast,-8.044542,-34.894829,143.0,918277.46
226,apartment,Pernambuco,Northeast,-8.0407538,-34.888156,60.0,424204.24
227,apartment,Pernambuco,Northeast,-8.02765,-34.920338,94.0,538988.95
228,apartment,Pernambuco,Northeast,-8.126271,-34.903793,176.0,878352.35
229,apartment,Pernambuco,Northeast,-8.215346,-34.927231,103.0,469120.01
230,apartment,Pernambuco,Northeast,-8.143694,-34.906676,,1367434.92
231,apartment,Pernambuco,Northeast,-8.035595,-34.921719,106.0,648782.97
232,apartment,Pernambuco,Northeast,-8.115533,-34.896854,117.0,519026.39
233,apartment,Pernambuco,Northeast,-8.113256,-34.897057,55.0,449157.45
234,apartment,Pernambuco,Northeast,-8.0576539,-34.8965881,120.0,299438.28
235,apartment,Pernambuco,Northeast,-8.034929,-34.892761,125.0,788520.85
236,apartment,Pernambuco,Northeast,-8.034929,-34.892761,115.0,828445.97
237,apartment,Pernambuco,Northeast,-8.040035,-34.899654,68.0,309419.57
238,apartment,Pernambuco,Northeast,-8.034929,-34.892761,125.0,819240.24
239,apartment,Pernambuco,Northeast,-8.047979,-34.908512,82.0,479101.27
240,apartment,Pernambuco,Northeast,-8.035284,-34.903919,148.0,768558.29
241,apartment,Pernambuco,Northeast,-8.02765,-34.920338,57.0,378290.39
242,apartment,Pernambuco,Northeast,-8.034104,-34.89806,113.0,648782.97
243,apartment,Pernambuco,Northeast,-8.047052,-34.874832,80.0,479101.27
244,apartment,Pernambuco,Northeast,-8.029394,-34.922832,85.0,548970.21
245,apartment,Pernambuco,Northeast,-8.0380508,-34.8950597,,429194.89
246,apartment,Pernambuco,Northeast,-8.02765,-34.920338,96.0,578914.03
247,apartment,Pernambuco,Northeast,-8.125979,-34.903142,,499063.83
248,apartment,Pernambuco,Northeast,-8.1413429,-34.907283,,529007.65
249,apartment,Pernambuco,Northeast,-8.1311923,-34.905777,82.0,359325.95
250,apartment,Pernambuco,Northeast,-8.1280955,-34.906856,98.0,449157.45
251,apartment,Pernambuco,Northeast,-8.1161578,-34.893642,,678726.79
252,apartment,Pernambuco,Northeast,-8.1376548,-34.905588,68.0,369307.22
253,apartment,Pernambuco,Northeast,-8.125862,-34.904531,83.0,399251.07
254,apartment,Pernambuco,Northeast,-8.0927682,-34.884335,79.0,399251.07
255,apartment,Pernambuco,Northeast,-8.1239701,-34.905836,80.0,419213.6
256,apartment,Pernambuco,Northeast,-8.0565882,-34.8781384,176.0,1161034.64
257,apartment,Pernambuco,Northeast,-8.1132697,-34.896273,136.0,474110.62
258,apartment,Pernambuco,Northeast,-8.1413642,-34.9263512,92.0,757196.48
259,apartment,Pernambuco,Northeast,-8.1306902,-34.9098391,65.0,302878.6
260,apartment,Pernambuco,Northeast,-8.206632,-34.921719,189.0,688708.09
261,apartment,Pernambuco,Northeast,-8.056418,-34.909309,112.0,728633.21
262,apartment,Pernambuco,Northeast,-8.02765,-34.920338,87.0,424204.24
263,apartment,Pernambuco,Northeast,-8.0383055,-34.9146682,,1048034.05
264,apartment,Pernambuco,Northeast,-8.035134,-34.893791,86.0,529007.65
265,apartment,Pernambuco,Northeast,-8.027162,-34.913445,79.0,449157.45
266,apartment,Pernambuco,Northeast,-8.030991,-34.880032,55.0,265965.09
267,apartment,Pernambuco,Northeast,-8.043853,-34.907928,203.0,1347472.36
268,apartment,Pernambuco,Northeast,-8.0369,-34.884521,64.0,339363.39
269,apartment,Pernambuco,Northeast,-8.02765,-34.920338,67.0,339363.39
270,apartment,Pernambuco,Northeast,-8.032006,-34.89827,175.0,998127.67
271,apartment,Pernambuco,Northeast,-8.02765,-34.920338,65.0,404241.69
272,apartment,Pernambuco,Northeast,-8.032974,-34.924965,189.0,1397378.74
273,apartment,Pernambuco,Northeast,-8.032375,-34.906925,226.0,1247659.6
274,apartment,Pernambuco,Northeast,-8.044757,-34.89185,179.0,658764.27
275,house,Pernambuco,Northeast,-8.46275,-35.082859,209.0,1593547.76
276,apartment,Pernambuco,Northeast,-8.035595,-34.921719,155.0,923268.08
277,apartment,Pernambuco,Northeast,-8.040437,-34.883881,55.0,399251.07
278,apartment,Pernambuco,Northeast,-8.034929,-34.892761,86.0,628820.41
279,apartment,Pernambuco,Northeast,-8.040437,-34.883881,56.0,399251.07
280,apartment,Pernambuco,Northeast,-8.040437,-34.883881,56.0,399251.07
281,apartment,Pernambuco,Northeast,-8.044204,-34.891396,105.0,698689.35
282,apartment,Pernambuco,Northeast,-8.0352674,-34.915894,235.0,1147846.81
283,apartment,Pernambuco,Northeast,-8.0395221,-34.9073309,71.0,379288.51
284,apartment,Pernambuco,Northeast,-8.113256,-34.897057,55.0,444166.8
285,apartment,Pernambuco,Northeast,-8.1238,-34.90247,135.0,648782.97
286,apartment,Pernambuco,Northeast,-8.103477,-34.888622,85.0,1048034.05
287,apartment,Pernambuco,Northeast,-8.021971,-34.931366,140.0,828445.97
288,apartment,Pernambuco,Northeast,-8.1395373,-34.909275,85.0,359325.95
289,apartment,Pernambuco,Northeast,-8.112362,-34.895853,183.0,1147846.81
290,apartment,Pernambuco,Northeast,-8.183698,-34.931366,,239550.63
291,apartment,Pernambuco,Northeast,-8.1398641,-34.908659,166.0,618839.15
292,apartment,Pernambuco,Northeast,-8.1376548,-34.905588,66.0,369307.22
293,apartment,Pernambuco,Northeast,-8.1237621,-34.903048,,489082.54
294,apartment,Pernambuco,Northeast,-8.128416,-34.903417,82.0,494073.18
295,apartment,Pernambuco,Northeast,-8.126271,-34.903793,107.0,898314.91
296,apartment,Pernambuco,Northeast,-8.149876,-34.910686,153.0,1097940.43
297,apartment,Pernambuco,Northeast,-8.034344,-34.896725,87.0,548970.21
298,apartment,Pernambuco,Northeast,-8.1149776,-34.89895,120.0,384279.13
299,apartment,Pernambuco,Northeast,-8.125896,-34.900967,,264503.81
300,apartment,Pernambuco,Northeast,-8.1299858,-34.903518,98.0,519026.39
301,apartment,Pernambuco,Northeast,-8.1221009,-34.905421,66.0,394260.42
302,apartment,Pernambuco,Northeast,-8.1250952,-34.902995,134.0,643792.32
303,apartment,Pernambuco,Northeast,-8.1389668,-34.906056,,359325.95
304,apartment,Pernambuco,Northeast,-8.109666,-34.894753,,778539.59
305,apartment,Pernambuco,Northeast,-8.126271,-34.903793,132.0,698689.35
306,house,Pernambuco,Northeast,-8.1603708,-34.9162064,230.0,648782.97
307,apartment,Pernambuco,Northeast,-8.111414,-34.894337,158.0,1197753.22
308,apartment,Pernambuco,Northeast,-8.113888,-34.892437,185.0,848408.53
309,apartment,Pernambuco,Northeast,-8.1421704,-34.907805,108.0,648782.97
310,apartment,Pernambuco,Northeast,-8.110801,-34.895542,162.0,1058318.76
311,apartment,Pernambuco,Northeast,-8.152399,-34.920338,,546384.05
312,apartment,Pernambuco,Northeast,-8.040233,-34.898281,74.0,259513.19
313,house,Pernambuco,Northeast,-8.1951499,-35.563776,215.0,374297.86
314,apartment,Pernambuco,Northeast,-8.101428,-34.885632,128.0,1197753.22
315,apartment,Pernambuco,Northeast,-8.089291,-34.903793,170.0,1247659.6
316,house,Pernambuco,Northeast,-8.1951499,-35.563776,168.0,673736.18
317,apartment,Pernambuco,Northeast,-8.206632,-34.921719,134.0,1114908.62
318,apartment,Pernambuco,Northeast,-8.183491,-34.921719,170.0,648782.97
319,apartment,Pernambuco,Northeast,-8.2007221,-34.9213268,180.0,733623.82
320,house,Pernambuco,Northeast,-8.049665,-34.931366,100.0,349344.66
321,apartment,Pernambuco,Northeast,-8.0449547,-34.8956486,,499063.83
322,apartment,Pernambuco,Northeast,-8.037121,-34.90073,160.0,1097940.43
323,apartment,Pernambuco,Northeast,-8.021971,-34.931366,172.0,1197753.22
324,apartment,Pernambuco,Northeast,-8.0369,-34.884521,65.0,348346.53
325,apartment,Pernambuco,Northeast,-8.027162,-34.913445,98.0,499063.83
326,apartment,Pernambuco,Northeast,-8.062398,-34.904552,104.0,631315.74
327,apartment,Pernambuco,Northeast,-8.046647,-34.905537,,499063.83
328,apartment,Pernambuco,Northeast,-8.045761,-34.893982,132.0,529007.65
329,apartment,Pernambuco,Northeast,-8.027162,-34.913445,129.0,848408.53
330,apartment,Pernambuco,Northeast,-8.021971,-34.931366,172.0,1167809.37
331,house,Pernambuco,Northeast,-7.755484,-34.851379,229.0,499063.83
332,apartment,Pernambuco,Northeast,-8.02765,-34.920338,66.0,444166.8
333,apartment,Pernambuco,Northeast,-8.040035,-34.899654,,588895.33
334,apartment,Pernambuco,Northeast,-8.125632,-34.904846,155.0,978165.11
335,apartment,Pernambuco,Northeast,-8.1421911,-34.9075669,108.0,588873.77
336,apartment,Pernambuco,Northeast,-8.129817,-34.914825,106.0,784029.28
337,apartment,Pernambuco,Northeast,-8.029863,-34.909756,157.0,808483.41
338,apartment,Pernambuco,Northeast,-8.056418,-34.909309,113.0,768558.29
339,apartment,Pernambuco,Northeast,-8.049665,-34.931366,58.0,299438.28
340,apartment,Pernambuco,Northeast,-8.0369,-34.884521,65.0,394260.42
341,apartment,Pernambuco,Northeast,-8.056418,-34.909309,91.0,499063.83
342,apartment,Pernambuco,Northeast,-8.056418,-34.909309,113.0,918277.46
343,apartment,Pernambuco,Northeast,-8.067211,-34.90517,167.0,1197753.22
344,apartment,Pernambuco,Northeast,-8.044486,-34.905376,90.0,548970.21
345,apartment,Pernambuco,Northeast,-8.043853,-34.907928,87.0,553960.86
346,apartment,Pernambuco,Northeast,-8.043853,-34.907928,,588895.33
347,apartment,Pernambuco,Northeast,-8.033291,-34.898014,114.0,748595.73
348,apartment,Pernambuco,Northeast,-8.0347457,-34.8972145,102.0,667747.41
349,apartment,Pernambuco,Northeast,-8.049178,-34.924473,141.0,898314.91
350,apartment,Pernambuco,Northeast,-8.0508763,-34.9113739,157.0,978165.11
351,apartment,Pernambuco,Northeast,-8.02765,-34.920338,158.0,898314.91
352,apartment,Pernambuco,Northeast,-8.037733,-34.901905,58.0,384279.13
353,apartment,Pernambuco,Northeast,-8.0343998,-34.9212091,,848408.53
354,apartment,Pernambuco,Northeast,-8.0343998,-34.9212091,200.0,1097940.43
355,apartment,Pernambuco,Northeast,-8.0436724,-34.9090946,90.0,424204.24
